"날짜","종가","오픈","고가","저가","변동 %"
"2014년 10월 31일","1,073.60","1,054.66","1,075.10","1,053.70","1.79%"
"2014년 10월 30일","1,054.67","1,053.68","1,059.84","1,053.25","0.05%"
"2014년 10월 29일","1,054.19","1,047.87","1,055.48","1,044.70","0.59%"
"2014년 10월 28일","1,048.03","1,051.75","1,052.58","1,047.50","-0.29%"
"2014년 10월 27일","1,051.03","1,056.70","1,057.55","1,050.61","-0.61%"
"2014년 10월 24일","1,057.50","1,060.50","1,062.80","1,055.58","-0.28%"
"2014년 10월 23일","1,060.50","1,053.73","1,060.90","1,052.75","0.64%"
"2014년 10월 22일","1,053.74","1,055.30","1,056.40","1,050.92","-0.15%"
"2014년 10월 21일","1,055.30","1,056.25","1,057.40","1,052.90","-0.09%"
"2014년 10월 20일","1,056.20","1,063.67","1,064.50","1,056.20","-0.67%"
"2014년 10월 17일","1,063.37","1,061.02","1,067.50","1,061.00","0.22%"
"2014년 10월 16일","1,061.07","1,060.15","1,067.81","1,057.35","0.01%"
"2014년 10월 15일","1,060.97","1,065.58","1,069.90","1,058.13","-0.45%"
"2014년 10월 14일","1,065.78","1,066.74","1,068.82","1,062.10","-0.12%"
"2014년 10월 13일","1,067.10","1,074.10","1,074.90","1,066.15","-0.65%"
"2014년 10월 10일","1,074.10","1,063.60","1,076.07","1,063.60","0.99%"
"2014년 10월 09일","1,063.60","1,075.40","1,075.65","1,063.32","-1.10%"
"2014년 10월 08일","1,075.40","1,067.00","1,077.05","1,067.00","0.54%"
"2014년 10월 07일","1,069.65","1,063.95","1,070.55","1,062.75","0.07%"
"2014년 10월 06일","1,068.90","1,074.95","1,074.95","1,067.85","0.71%"
"2014년 10월 03일","1,061.35","1,061.35","1,061.35","1,061.35","0.00%"
"2014년 10월 02일","1,061.35","1,061.05","1,064.05","1,057.35","-0.15%"
"2014년 10월 01일","1,062.95","1,057.05","1,064.65","1,057.05","0.76%"
"2014년 09월 30일","1,054.95","1,055.90","1,057.40","1,051.80","0.15%"
"2014년 09월 29일","1,053.40","1,048.15","1,054.45","1,048.05","0.87%"
"2014년 09월 26일","1,044.35","1,043.35","1,044.65","1,041.15","0.07%"
"2014년 09월 25일","1,043.65","1,040.45","1,044.65","1,040.45","0.35%"
"2014년 09월 24일","1,040.02","1,040.45","1,041.75","1,038.25","-0.01%"
"2014년 09월 23일","1,040.15","1,043.15","1,045.15","1,038.15","-0.08%"
"2014년 09월 22일","1,041.00","1,041.80","1,043.60","1,039.10","-0.31%"
"2014년 09월 19일","1,044.20","1,044.05","1,048.45","1,042.15","0.02%"
"2014년 09월 18일","1,043.95","1,043.45","1,043.95","1,040.05","0.87%"
"2014년 09월 17일","1,034.90","1,032.10","1,035.50","1,032.10","-0.13%"
"2014년 09월 16일","1,036.20","1,038.05","1,038.05","1,032.15","-0.22%"
"2014년 09월 15일","1,038.50","1,038.70","1,041.60","1,036.70","0.31%"
"2014년 09월 12일","1,035.30","1,036.20","1,041.20","1,034.80","-0.06%"
"2014년 09월 11일","1,035.97","1,032.14","1,036.59","1,031.84","0.15%"
"2014년 09월 10일","1,034.40","1,034.50","1,034.75","1,034.00","-0.03%"
"2014년 09월 09일","1,034.72","1,034.62","1,034.72","1,034.22","1.02%"
"2014년 09월 08일","1,024.25","1,024.25","1,027.35","1,024.25","-0.04%"
"2014년 09월 05일","1,024.65","1,023.30","1,027.50","1,022.80","0.54%"
"2014년 09월 04일","1,019.10","1,018.30","1,019.30","1,017.30","-0.08%"
"2014년 09월 03일","1,019.95","1,018.60","1,022.20","1,016.30","0.13%"
"2014년 09월 02일","1,018.60","1,013.10","1,018.90","1,012.30","0.55%"
"2014년 09월 01일","1,013.05","1,013.55","1,015.95","1,013.05","-0.10%"
"2014년 08월 29일","1,014.10","1,015.15","1,016.85","1,013.05","-0.10%"
"2014년 08월 28일","1,015.10","1,013.75","1,015.10","1,012.95","0.07%"
"2014년 08월 27일","1,014.35","1,015.30","1,016.00","1,013.80","-0.23%"
"2014년 08월 26일","1,016.65","1,018.10","1,019.90","1,016.40","-0.33%"
"2014년 08월 25일","1,020.05","1,019.20","1,023.20","1,019.20","0.20%"
"2014년 08월 22일","1,018.00","1,021.20","1,022.30","1,017.20","-0.55%"
"2014년 08월 21일","1,023.65","1,023.15","1,024.85","1,022.45","0.08%"
"2014년 08월 20일","1,022.85","1,019.65","1,022.85","1,018.95","0.48%"
"2014년 08월 19일","1,017.95","1,016.65","1,019.35","1,016.55","0.03%"
"2014년 08월 18일","1,017.60","1,018.15","1,019.95","1,015.55","-0.35%"
"2014년 08월 15일","1,021.20","1,021.20","1,021.20","1,021.20","0.00%"
"2014년 08월 14일","1,021.20","1,029.65","1,031.45","1,020.65","-0.88%"
"2014년 08월 13일","1,030.25","1,027.25","1,030.30","1,026.85","0.30%"
"2014년 08월 12일","1,027.15","1,029.65","1,030.25","1,026.05","-0.32%"
"2014년 08월 11일","1,030.40","1,030.80","1,033.20","1,028.60","-0.59%"
"2014년 08월 08일","1,036.55","1,036.55","1,041.25","1,034.05","-0.04%"
"2014년 08월 07일","1,037.00","1,033.05","1,037.85","1,031.05","0.29%"
"2014년 08월 06일","1,034.00","1,034.55","1,035.55","1,032.75","0.56%"
"2014년 08월 05일","1,028.20","1,030.70","1,033.10","1,028.20","-0.50%"
"2014년 08월 04일","1,033.35","1,031.70","1,034.50","1,029.40","-0.42%"
"2014년 08월 01일","1,037.75","1,033.30","1,038.25","1,030.90","0.95%"
"2014년 07월 31일","1,028.00","1,026.65","1,028.00","1,024.55","0.32%"
"2014년 07월 30일","1,024.75","1,027.25","1,027.55","1,022.25","-0.03%"
"2014년 07월 29일","1,025.05","1,025.30","1,026.10","1,023.60","-0.12%"
"2014년 07월 28일","1,026.25","1,026.90","1,027.60","1,023.80","0.02%"
"2014년 07월 25일","1,026.05","1,030.95","1,032.65","1,026.05","-0.33%"
"2014년 07월 24일","1,029.45","1,024.20","1,030.40","1,024.20","0.51%"
"2014년 07월 23일","1,024.20","1,023.60","1,024.40","1,022.30","-0.04%"
"2014년 07월 22일","1,024.60","1,025.30","1,026.60","1,023.70","-0.24%"
"2014년 07월 21일","1,027.05","1,029.00","1,029.50","1,026.20","-0.24%"
"2014년 07월 18일","1,029.50","1,034.20","1,035.20","1,028.30","0.03%"
"2014년 07월 17일","1,029.20","1,028.55","1,033.65","1,025.75","-0.29%"
"2014년 07월 16일","1,032.15","1,027.65","1,036.15","1,027.65","0.50%"
"2014년 07월 15일","1,027.00","1,018.85","1,028.65","1,018.85","0.75%"
"2014년 07월 14일","1,019.35","1,019.70","1,020.60","1,017.80","0.03%"
"2014년 07월 11일","1,019.05","1,015.75","1,021.05","1,015.25","0.55%"
"2014년 07월 10일","1,013.50","1,009.40","1,013.90","1,009.40","0.12%"
"2014년 07월 09일","1,012.25","1,012.35","1,013.05","1,011.85","0.03%"
"2014년 07월 08일","1,011.90","1,011.50","1,012.40","1,011.00","0.04%"
"2014년 07월 07일","1,011.50","1,008.40","1,011.85","1,008.40","0.20%"
"2014년 07월 04일","1,009.45","1,009.15","1,010.25","1,008.85","0.02%"
"2014년 07월 03일","1,009.25","1,009.30","1,011.00","1,008.40","-0.03%"
"2014년 07월 02일","1,009.60","1,010.75","1,011.20","1,009.30","-0.13%"
"2014년 07월 01일","1,010.88","1,012.02","1,013.02","1,010.88","-0.11%"
"2014년 06월 30일","1,012.00","1,013.40","1,014.10","1,011.10","-0.21%"
"2014년 06월 27일","1,014.12","1,016.48","1,016.77","1,013.88","-0.25%"
"2014년 06월 26일","1,016.70","1,018.10","1,018.40","1,016.30","-0.32%"
"2014년 06월 25일","1,019.95","1,018.80","1,021.70","1,018.80","0.09%"
"2014년 06월 24일","1,019.00","1,018.90","1,019.80","1,018.10","0.00%"
"2014년 06월 23일","1,019.00","1,019.90","1,020.50","1,018.20","-0.22%"
"2014년 06월 20일","1,021.21","1,019.20","1,021.35","1,018.80","0.22%"
"2014년 06월 19일","1,018.92","1,017.30","1,019.40","1,017.30","-0.41%"
"2014년 06월 18일","1,023.12","1,023.58","1,024.38","1,022.73","0.11%"
"2014년 06월 17일","1,022.00","1,021.15","1,023.15","1,020.65","0.15%"
"2014년 06월 16일","1,020.50","1,018.50","1,020.70","1,018.50","0.24%"
"2014년 06월 13일","1,018.05","1,017.35","1,018.95","1,017.30","0.03%"
"2014년 06월 12일","1,017.70","1,017.00","1,018.70","1,015.90","0.19%"
"2014년 06월 11일","1,015.80","1,016.10","1,017.30","1,015.60","-0.14%"
"2014년 06월 10일","1,017.20","1,016.15","1,018.05","1,015.55","0.04%"
"2014년 06월 09일","1,016.75","1,019.80","1,020.10","1,016.00","-0.31%"
"2014년 06월 06일","1,019.95","1,019.95","1,019.95","1,019.95","-0.05%"
"2014년 06월 05일","1,020.50","1,025.30","1,026.00","1,020.20","-0.29%"
"2014년 06월 04일","1,023.50","1,023.50","1,023.50","1,023.50","0.00%"
"2014년 06월 03일","1,023.50","1,024.80","1,026.20","1,023.30","-0.10%"
"2014년 06월 02일","1,024.50","1,021.20","1,025.50","1,021.00","0.36%"
"2014년 05월 30일","1,020.80","1,019.20","1,022.00","1,018.40","-0.01%"
"2014년 05월 29일","1,020.90","1,021.40","1,023.10","1,020.40","-0.13%"
"2014년 05월 28일","1,022.25","1,024.25","1,024.55","1,021.45","-0.17%"
"2014년 05월 27일","1,024.00","1,024.30","1,025.00","1,023.60","-0.03%"
"2014년 05월 26일","1,024.30","1,024.55","1,025.05","1,023.95","-0.05%"
"2014년 05월 23일","1,024.85","1,024.20","1,025.70","1,023.40","0.01%"
"2014년 05월 22일","1,024.75","1,026.95","1,026.95","1,024.55","-0.23%"
"2014년 05월 21일","1,027.10","1,024.90","1,028.70","1,024.60","0.16%"
"2014년 05월 20일","1,025.50","1,021.90","1,028.20","1,021.80","0.29%"
"2014년 05월 19일","1,022.50","1,023.90","1,025.00","1,022.40","-0.13%"
"2014년 05월 16일","1,023.82","1,027.30","1,027.70","1,023.82","-0.12%"
"2014년 05월 15일","1,025.05","1,027.15","1,028.45","1,025.05","-0.28%"
"2014년 05월 14일","1,027.90","1,022.20","1,028.60","1,021.50","0.53%"
"2014년 05월 13일","1,022.50","1,023.30","1,024.10","1,021.90","-0.20%"
"2014년 05월 12일","1,024.58","1,026.30","1,026.30","1,023.90","0.04%"
"2014년 05월 09일","1,024.20","1,022.45","1,024.95","1,020.85","0.15%"
"2014년 05월 08일","1,022.70","1,023.20","1,025.20","1,022.10","0.01%"
"2014년 05월 07일","1,022.55","1,026.05","1,027.35","1,022.55","-0.73%"
"2014년 05월 06일","1,030.12","1,030.12","1,030.12","1,030.12","0.00%"
"2014년 05월 05일","1,030.12","1,030.12","1,030.12","1,030.12","0.00%"
"2014년 05월 02일","1,030.12","1,031.22","1,033.12","1,030.12","-0.33%"
"2014년 05월 01일","1,033.50","1,033.50","1,033.50","1,033.50","0.00%"
"2014년 04월 30일","1,033.50","1,031.15","1,034.35","1,030.65","0.31%"
"2014년 04월 29일","1,030.28","1,032.35","1,033.55","1,030.28","-0.47%"
"2014년 04월 28일","1,035.15","1,038.85","1,040.15","1,035.05","-0.58%"
"2014년 04월 25일","1,041.20","1,037.75","1,041.55","1,037.05","0.14%"
"2014년 04월 24일","1,039.75","1,039.15","1,039.75","1,036.55","0.01%"
"2014년 04월 23일","1,039.60","1,038.65","1,041.35","1,038.15","0.16%"
"2014년 04월 22일","1,037.90","1,038.95","1,042.25","1,037.35","-0.11%"
"2014년 04월 21일","1,039.01","1,037.85","1,039.55","1,037.05","0.10%"
"2014년 04월 18일","1,038.00","1,039.05","1,039.55","1,036.35","-0.05%"
"2014년 04월 17일","1,038.50","1,035.40","1,039.80","1,034.50","-0.01%"
"2014년 04월 16일","1,038.60","1,041.20","1,044.90","1,037.40","-0.26%"
"2014년 04월 15일","1,041.30","1,039.80","1,044.20","1,039.80","0.15%"
"2014년 04월 14일","1,039.69","1,039.30","1,040.70","1,037.40","0.39%"
"2014년 04월 11일","1,035.65","1,039.65","1,042.95","1,033.55","-0.43%"
"2014년 04월 10일","1,040.15","1,036.35","1,041.05","1,031.45","-0.13%"
"2014년 04월 09일","1,041.50","1,046.55","1,046.65","1,040.15","-1.03%"
"2014년 04월 08일","1,052.35","1,055.15","1,055.25","1,052.15","-0.31%"
"2014년 04월 07일","1,055.57","1,051.30","1,056.30","1,051.30","0.12%"
"2014년 04월 04일","1,054.30","1,057.75","1,058.65","1,053.45","-0.35%"
"2014년 04월 03일","1,058.00","1,057.90","1,059.80","1,057.40","0.03%"
"2014년 04월 02일","1,057.65","1,056.85","1,058.25","1,055.75","-0.08%"
"2014년 04월 01일","1,058.50","1,061.80","1,062.80","1,058.50","-0.60%"
"2014년 03월 31일","1,064.90","1,066.35","1,067.55","1,064.15","-0.48%"
"2014년 03월 28일","1,070.00","1,067.90","1,070.90","1,067.90","-0.18%"
"2014년 03월 27일","1,071.90","1,074.75","1,076.15","1,070.85","-0.30%"
"2014년 03월 26일","1,075.10","1,075.30","1,076.80","1,073.90","-0.41%"
"2014년 03월 25일","1,079.50","1,077.30","1,080.70","1,076.30","0.16%"
"2014년 03월 24일","1,077.80","1,079.10","1,082.10","1,077.60","-0.20%"
"2014년 03월 21일","1,080.00","1,078.10","1,083.20","1,077.90","0.26%"
"2014년 03월 20일","1,077.23","1,076.55","1,077.85","1,074.45","0.61%"
"2014년 03월 19일","1,070.68","1,069.30","1,072.70","1,068.30","0.11%"
"2014년 03월 18일","1,069.50","1,067.50","1,070.20","1,066.10","0.16%"
"2014년 03월 17일","1,067.75","1,072.25","1,074.05","1,067.75","-0.32%"
"2014년 03월 14일","1,071.23","1,068.40","1,073.70","1,068.40","0.11%"
"2014년 03월 13일","1,070.00","1,067.50","1,070.50","1,067.00","-0.06%"
"2014년 03월 12일","1,070.65","1,069.75","1,070.95","1,067.45","0.48%"
"2014년 03월 11일","1,065.58","1,066.95","1,067.15","1,063.25","-0.16%"
"2014년 03월 10일","1,067.30","1,064.60","1,067.60","1,064.50","0.20%"
"2014년 03월 07일","1,065.15","1,063.35","1,065.30","1,060.85","0.06%"
"2014년 03월 06일","1,064.55","1,071.25","1,073.25","1,064.05","-0.63%"
"2014년 03월 05일","1,071.30","1,068.15","1,072.65","1,067.75","-0.01%"
"2014년 03월 04일","1,071.45","1,071.15","1,073.55","1,069.95","0.12%"
"2014년 03월 03일","1,070.18","1,072.68","1,075.38","1,068.97","0.35%"
"2014년 02월 28일","1,066.46","1,064.65","1,068.95","1,063.75","-0.31%"
"2014년 02월 27일","1,069.80","1,069.85","1,072.35","1,066.05","0.36%"
"2014년 02월 26일","1,065.97","1,073.45","1,074.75","1,064.35","-0.75%"
"2014년 02월 25일","1,074.00","1,069.90","1,074.00","1,069.40","-0.05%"
"2014년 02월 24일","1,074.50","1,075.40","1,078.80","1,074.40","0.14%"
"2014년 02월 21일","1,073.00","1,073.90","1,076.70","1,072.00","0.07%"
"2014년 02월 20일","1,072.20","1,065.70","1,073.80","1,065.70","0.61%"
"2014년 02월 19일","1,065.70","1,064.35","1,069.55","1,064.35","0.02%"
"2014년 02월 18일","1,065.50","1,059.60","1,066.70","1,059.60","0.48%"
"2014년 02월 17일","1,060.45","1,058.15","1,062.25","1,058.15","-0.29%"
"2014년 02월 14일","1,063.50","1,062.50","1,064.10","1,060.40","-0.26%"
"2014년 02월 13일","1,066.25","1,061.40","1,066.90","1,061.10","0.34%"
"2014년 02월 12일","1,062.59","1,065.25","1,068.05","1,061.95","-0.78%"
"2014년 02월 11일","1,070.90","1,073.00","1,073.50","1,070.40","-0.18%"
"2014년 02월 10일","1,072.80","1,074.40","1,074.80","1,070.30","-0.20%"
"2014년 02월 07일","1,075.00","1,075.40","1,077.40","1,073.80","-0.38%"
"2014년 02월 06일","1,079.05","1,076.15","1,079.55","1,073.65","0.10%"
"2014년 02월 05일","1,078.00","1,076.40","1,083.00","1,075.40","-0.55%"
"2014년 02월 04일","1,084.00","1,087.40","1,090.10","1,081.80","-0.07%"
"2014년 02월 03일","1,084.75","1,080.40","1,085.60","1,078.40","0.32%"
"2014년 01월 31일","1,081.31","1,081.06","1,081.31","1,081.06","0.07%"
"2014년 01월 30일","1,080.50","1,081.11","1,081.11","1,080.36","0.98%"
"2014년 01월 29일","1,070.05","1,073.05","1,074.05","1,068.05","-0.88%"
"2014년 01월 28일","1,079.59","1,079.35","1,081.45","1,077.75","-0.39%"
"2014년 01월 27일","1,083.80","1,085.00","1,087.50","1,081.50","0.32%"
"2014년 01월 24일","1,080.35","1,075.15","1,080.55","1,073.85","0.63%"
"2014년 01월 23일","1,073.55","1,067.75","1,074.55","1,067.75","0.56%"
"2014년 01월 22일","1,067.55","1,069.25","1,070.25","1,066.65","0.21%"
"2014년 01월 21일","1,065.30","1,063.65","1,065.55","1,062.85","0.14%"
"2014년 01월 20일","1,063.77","1,062.05","1,065.65","1,062.05","0.19%"
"2014년 01월 17일","1,061.80","1,061.90","1,063.00","1,060.30","-0.16%"
"2014년 01월 16일","1,063.50","1,065.20","1,065.90","1,063.00","-0.01%"
"2014년 01월 15일","1,063.60","1,062.90","1,064.60","1,061.30","0.40%"
"2014년 01월 14일","1,059.40","1,057.10","1,060.00","1,056.80","0.23%"
"2014년 01월 13일","1,057.00","1,056.40","1,058.20","1,055.90","-0.45%"
"2014년 01월 10일","1,061.77","1,063.35","1,065.55","1,060.85","-0.12%"
"2014년 01월 09일","1,063.00","1,069.40","1,070.20","1,061.80","-0.25%"
"2014년 01월 08일","1,065.70","1,068.65","1,070.35","1,063.95","-0.36%"
"2014년 01월 07일","1,069.50","1,065.70","1,071.80","1,063.90","0.38%"
"2014년 01월 06일","1,065.46","1,055.85","1,068.05","1,055.05","0.94%"
"2014년 01월 03일","1,055.50","1,052.40","1,057.40","1,051.90","0.47%"
"2014년 01월 02일","1,050.55","1,051.15","1,052.45","1,048.45","0.00%"
"2014년 01월 01일","1,050.50","1,050.50","1,050.50","1,050.50","0.00%"
"2013년 12월 31일","1,050.50","1,048.27","1,050.50","1,046.52","-0.49%"
"2013년 12월 30일","1,055.72","1,054.28","1,057.07","1,053.78","0.10%"
"2013년 12월 27일","1,054.67","1,057.85","1,059.05","1,053.75","-0.43%"
"2013년 12월 26일","1,059.25","1,059.75","1,060.55","1,057.55","-0.09%"
"2013년 12월 25일","1,060.20","1,060.20","1,060.20","1,060.20","0.00%"
"2013년 12월 24일","1,060.20","1,061.35","1,061.95","1,059.75","-0.03%"
"2013년 12월 23일","1,060.50","1,061.90","1,062.70","1,059.90","-0.12%"
"2013년 12월 20일","1,061.80","1,061.45","1,064.25","1,060.05","0.20%"
"2013년 12월 19일","1,059.73","1,054.45","1,062.65","1,053.25","0.71%"
"2013년 12월 18일","1,052.25","1,052.80","1,053.30","1,051.40","0.13%"
"2013년 12월 17일","1,050.90","1,052.05","1,052.35","1,050.65","-0.20%"
"2013년 12월 16일","1,053.00","1,054.90","1,055.10","1,051.90","-0.03%"
"2013년 12월 13일","1,053.35","1,052.35","1,054.25","1,052.35","0.18%"
"2013년 12월 12일","1,051.50","1,054.35","1,056.05","1,051.37","-0.06%"
"2013년 12월 11일","1,052.12","1,051.53","1,053.72","1,051.03","0.01%"
"2013년 12월 10일","1,052.00","1,052.90","1,054.20","1,051.80","-0.09%"
"2013년 12월 09일","1,052.95","1,052.65","1,054.55","1,052.05","-0.38%"
"2013년 12월 06일","1,057.00","1,059.27","1,059.90","1,056.87","-0.16%"
"2013년 12월 05일","1,058.72","1,061.20","1,062.05","1,058.72","-0.29%"
"2013년 12월 04일","1,061.75","1,061.35","1,063.10","1,060.80","0.05%"
"2013년 12월 03일","1,061.22","1,058.88","1,063.88","1,058.88","0.26%"
"2013년 12월 02일","1,058.50","1,058.26","1,059.10","1,056.80","0.03%"
"2013년 11월 29일","1,058.21","1,060.65","1,060.95","1,058.21","-0.30%"
"2013년 11월 28일","1,061.40","1,063.65","1,065.25","1,060.75","0.03%"
"2013년 11월 27일","1,061.05","1,060.05","1,061.85","1,059.65","0.05%"
"2013년 11월 26일","1,060.52","1,059.80","1,062.05","1,058.95","0.04%"
"2013년 11월 25일","1,060.12","1,060.78","1,063.18","1,058.68","-0.12%"
"2013년 11월 22일","1,061.44","1,061.95","1,063.25","1,060.20","-0.06%"
"2013년 11월 21일","1,062.12","1,056.90","1,064.42","1,056.90","0.50%"
"2013년 11월 20일","1,056.83","1,055.41","1,058.65","1,054.95","0.14%"
"2013년 11월 19일","1,055.31","1,055.29","1,058.05","1,054.90","0.00%"
"2013년 11월 18일","1,055.29","1,062.80","1,062.80","1,055.04","-0.71%"
"2013년 11월 15일","1,062.80","1,068.66","1,069.05","1,062.80","-0.55%"
"2013년 11월 14일","1,068.66","1,071.01","1,071.01","1,066.35","-0.22%"
"2013년 11월 13일","1,071.01","1,073.10","1,074.55","1,070.89","-0.21%"
"2013년 11월 12일","1,073.25","1,072.60","1,074.09","1,069.40","0.07%"
"2013년 11월 11일","1,072.50","1,062.62","1,072.90","1,062.62","0.93%"
"2013년 11월 08일","1,062.57","1,062.92","1,065.55","1,062.55","-0.08%"
"2013년 11월 07일","1,063.42","1,060.72","1,063.85","1,060.25","0.30%"
"2013년 11월 06일","1,060.22","1,061.48","1,063.95","1,060.22","-0.12%"
"2013년 11월 05일","1,061.48","1,062.83","1,063.35","1,060.40","-0.11%"
"2013년 11월 04일","1,062.63","1,061.16","1,063.50","1,061.16","0.12%"
"2013년 11월 01일","1,061.36","1,061.28","1,064.75","1,060.75","0.01%"
"2013년 10월 31일","1,061.28","1,059.02","1,061.60","1,059.02","0.18%"
"2013년 10월 30일","1,059.42","1,063.03","1,063.50","1,059.04","-0.30%"
"2013년 10월 29일","1,062.63","1,061.30","1,062.88","1,060.35","0.09%"
"2013년 10월 28일","1,061.70","1,062.85","1,063.85","1,061.05","-0.08%"
"2013년 10월 25일","1,062.50","1,062.38","1,064.15","1,060.88","-0.03%"
"2013년 10월 24일","1,062.83","1,058.26","1,062.83","1,055.05","0.42%"
"2013년 10월 23일","1,058.40","1,058.04","1,059.07","1,055.75","0.05%"
"2013년 10월 22일","1,057.90","1,062.25","1,064.85","1,057.90","-0.41%"
"2013년 10월 21일","1,062.25","1,060.95","1,063.85","1,060.35","0.17%"
"2013년 10월 18일","1,060.50","1,062.88","1,062.90","1,060.50","-0.22%"
"2013년 10월 17일","1,062.83","1,066.72","1,067.25","1,062.40","-0.41%"
"2013년 10월 16일","1,067.22","1,065.28","1,069.65","1,065.28","0.23%"
"2013년 10월 15일","1,064.78","1,071.60","1,071.80","1,064.15","-0.65%"
"2013년 10월 14일","1,071.70","1,071.50","1,073.95","1,070.95","0.03%"
"2013년 10월 11일","1,071.40","1,071.64","1,072.55","1,069.05","-0.02%"
"2013년 10월 10일","1,071.64","1,075.93","1,077.25","1,071.64","-0.40%"
"2013년 10월 09일","1,075.93","1,074.60","1,076.18","1,074.60","0.08%"
"2013년 10월 08일","1,075.10","1,071.95","1,076.55","1,071.15","0.34%"
"2013년 10월 07일","1,071.50","1,071.50","1,072.30","1,068.70","0.00%"
"2013년 10월 04일","1,071.50","1,071.50","1,074.30","1,070.09","-0.05%"
"2013년 10월 03일","1,072.00","1,075.02","1,075.02","1,072.00","-0.23%"
"2013년 10월 02일","1,074.47","1,073.39","1,076.65","1,072.75","0.09%"
"2013년 10월 01일","1,073.50","1,074.08","1,076.50","1,072.90","-0.10%"
